fips_code,county,state,customers_out,run_start_time
51107,Loudoun,Virginia,1.0,2025-01-09 21:15:00
51107,Loudoun,Virginia,1.0,2025-01-09 21:30:00
51107,Loudoun,Virginia,1.0,2025-01-09 21:45:00
51107,Loudoun,Virginia,26.0,2025-01-09 22:00:00
51107,Loudoun,Virginia,2.0,2025-01-09 22:15:00
51107,Loudoun,Virginia,2.0,2025-01-09 22:30:00
51107,Loudoun,Virginia,2.0,2025-01-09 22:45:00
51107,Loudoun,Virginia,1.0,2025-01-09 23:00:00
51107,Loudoun,Virginia,1.0,2025-01-09 23:15:00
51107,Loudoun,Virginia,1.0,2025-01-09 23:30:00
51107,Loudoun,Virginia,1.0,2025-01-09 23:45:00
51107,Loudoun,Virginia,1.0,2025-01-10 00:00:00
51107,Loudoun,Virginia,1.0,2025-01-10 00:15:00
51107,Loudoun,Virginia,1.0,2025-01-10 00:30:00
51107,Loudoun,Virginia,2.0,2025-01-10 02:00:00
51107,Loudoun,Virginia,2.0,2025-01-10 02:15:00
51107,Loudoun,Virginia,2.0,2025-01-10 02:30:00
51107,Loudoun,Virginia,2.0,2025-01-10 02:45:00
51107,Loudoun,Virginia,2.0,2025-01-10 03:00:00
51107,Loudoun,Virginia,2.0,2025-01-10 03:15:00
51107,Loudoun,Virginia,2.0,2025-01-10 03:30:00
51107,Loudoun,Virginia,3.0,2025-01-10 03:45:00
51107,Loudoun,Virginia,3.0,2025-01-10 04:00:00
51107,Loudoun,Virginia,2.0,2025-01-10 04:15:00
51107,Loudoun,Virginia,2.0,2025-01-10 04:30:00
51107,Loudoun,Virginia,2.0,2025-01-10 04:45:00
51107,Loudoun,Virginia,2.0,2025-01-10 05:00:00
51107,Loudoun,Virginia,2.0,2025-01-10 05:15:00
51107,Loudoun,Virginia,3.0,2025-01-10 05:30:00
51107,Loudoun,Virginia,3.0,2025-01-10 05:45:00
